sn name,host_source,host_name,host_id,host_ra,host_dec,type,rexp,rexp_ivar,rdev,rdev_ivar,z,z_sep,ang_sep (deg),ang_sep (kpsec),ang_sep (radii),ang_sep_sigma (radii),upper_ang_sep (radii),a,ratiob2a,pa,dm,m21,source,dm_kin,btc,hemisphere,program
ZTF18abihces,dr8_galaxy,N/A,97356144,273.840566095564,47.5353882607382,EXP,7.70490312576294,158.672439575195,0.0,0.0,0.0338624343276024,0.0441375656723976,0.0009074268444071143,4.820353076567263,0.42398153312824927,0.004368466491146337,0.4283499996193956,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,north,ZTFmarshal
ZTF18abihces,dr8_galaxy,N/A,97356033,273.838742937091,47.5340512258405,DEV,0.0,0.0,8.95395469665527,11520.9560546875,0.0806258022785187,0.0026258022785187046,0.0015429137875349595,8.196130926104084,0.6203392605058323,0.0006454611616718143,0.6209847216675042,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,north,ZTFmarshal
ZTF19aanfukh,local_universe,PGC32078,495589.0,161.2155,6.59684,5.3000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0205045,0.794328,89.1,-99.0,10.14,clu.v2+a.40,35.38,13.2,south,ZTFmarshal
ZTF18acgukqo,dr8_galaxy,N/A,54796807,122.061847542934,39.9350493263241,DEV,0.0,0.0,10.2605857849121,21299.24609375,0.039896797388792,0.002193202611207999,0.0009859677341651223,2.948274822681918,0.34593384017254214,0.00023101425348523905,0.3461648544260274,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,north,ZTFmarshal
ZTF19abidfxd,dr8_galaxy,N/A,373372119,342.706238925593,-11.0122419645145,DEV,0.0,0.0,18.9837684631348,3026.07373046875,0.0283040627837181,0.04169593721628191,0.001486511373586002,7.153049306377422,0.2818956075713705,0.00026993930649694714,0.28216554687786743,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,south,ZTFmarshal
ZTF19aaqtcmy,dr8_galaxy,N/A,320274648,243.296949751141,54.7883410173515,DEV,0.0,0.0,1.52623295783997,181057.6875,0.0615700148046017,0.00842998519539831,7.443515746000844e-05,0.3581798033303802,0.17557383063937704,0.0002703525513548551,0.1758441831907319,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,north,ZTFmarshal
ZTF18abaelhi,local_universe,CGCG 045-110,375458.0,207.201583333,6.35222222222,-99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0420278,0.37,140.0,-99.0,9.64,ned_20121120+a.40,34.837,-99.0,south,ZTFmarshal
ZTF19acctlps,local_universe,2MASX J16284876+2330089,409536.0,247.203208333,23.5025555556,-99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0180889,0.82,53.0,-99.0,-99.0,ned_20121120,36.0115,-99.0,south,ZTFmarshal
ZTF19aalfsqm,dr8_galaxy,N/A,345573429,242.887035270925,29.3737609906868,DEV,0.0,0.0,11.2093276977539,956.675048828125,-99.0,99.0305,0.0004151034824769612,0.9120077148164729,0.13331509053986346,0.00038451875074318266,0.13369960929060665,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,north,ZTFmarshal
ZTF19abnishu,dr8_galaxy,N/A,549563600,20.4049786769759,-1.14677558391836,REX,0.370264202356339,19840.8203125,0.0,0.0,0.181079477071762,0.090079477071762,0.00010968582584479903,0.6696113807409796,1.0664519295366774,0.02044794867864034,1.0868998782153179,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,south,ZTFmarshal
