sn name,host_source,host_name,host_id,host_ra,host_dec,type,rexp,rexp_ivar,rdev,rdev_ivar,z,z_sep,ang_sep (deg),ang_sep (kpsec),ang_sep (radii),ang_sep_sigma (radii),upper_ang_sep (radii),a,ratiob2a,pa,dm,m21,source,dm_kin,btc,hemisphere,program
09pz,dr8_galaxy,N/A,255347825,266.610525126321,53.3191716647265,EXP,0.853982210159302,2215.0947265625,0.0,0.0,0.125885367393494,0.035885367393494016,0.0003672010875575998,2.219620459275039,1.5479525211195762,0.03851347097002762,1.5864659920896038,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,north,PTF-iPTF
09tt,dr8_galaxy,N/A,102670318,214.867724805071,57.8539713329589,EXP,0.986264944076538,1150.00720214844,0.0,0.0,0.537693440914154,0.38769344091415403,0.0035919165454094755,33.8066763387677,13.110979601512252,0.39200469162302265,13.502984293135274,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,north,PTF-iPTF
09ty,dr8_galaxy,N/A,344775358,233.4352245011,73.5006663412226,DEV,0.0,0.0,2.92267394065857,23243.43359375,0.123067572712898,0.01693242728710201,9.954429563881186e-05,0.8842617099264545,0.1226135626401668,0.0002751743835261601,0.12288873702369296,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,north,PTF-iPTF
09up,dr8_galaxy,N/A,236079956,239.383263991552,67.5019086516759,DEV,0.0,0.0,1.12332808971405,2495.833984375,0.222819656133652,0.007180343866347999,0.000251292431706634,3.3239733755030616,0.8053326204761488,0.014350294865850963,0.8196829153419998,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,north,PTF-iPTF
09ut,dr8_galaxy,N/A,152724697,213.029782826048,74.7641122566659,EXP,7.46287775039673,27235.22265625,0.0,0.0,0.0404970720410347,0.0015029279589653041,0.001441678397128054,4.302199591365425,0.6954478424070513,0.0005646674731302541,0.6960125098801815,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,north,PTF-iPTF
09uu,dr8_galaxy,N/A,152221325,211.938079441909,74.7235032718229,EXP,2.62919902801514,7600.33203125,0.0,0.0,0.273601233959198,0.113601233959198,0.0017144414710478183,17.02175473071065,2.3474789203887556,0.010241461939004722,2.35772038232776,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,north,PTF-iPTF
09uu,dr8_galaxy,N/A,152221193,211.929925528743,74.7086186415889,DEV,0.0,0.0,5.37867975234985,29.621431350708,0.212977483868599,0.05297748386859899,0.016231776236798147,161.1564574308232,10.86407764413644,0.3711198239594393,11.23519746809588,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,north,PTF-iPTF
09uy,dr8_galaxy,N/A,155604910,190.982249137832,74.6854091229558,REX,0.360653668642044,197.727188110352,0.0,0.0,0.555311918258667,0.242311918258667,0.00018674041973660945,3.0829451484547343,1.8640196107890725,0.3675588869407875,2.23157849772986,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,north,PTF-iPTF
09uy,dr8_galaxy,N/A,155604587,191.01298771671,74.6807869254106,EXP,2.83462691307068,5362.29150390625,0.0,0.0,0.138299316167831,0.174700683832169,0.009371855825192033,154.7223546409793,11.902335653104716,0.05734044745550408,11.95967610056022,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,north,PTF-iPTF
09vm,dr8_galaxy,N/A,162638010,223.902245682389,71.0756502827039,DEV,0.0,0.0,8.51191425323486,904.175659179688,0.0660539418458939,0.053946058154106094,0.0012151337732112175,9.463043946174777,0.5139245360581386,0.002007916769201785,0.5159324528273403,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,north,PTF-iPTF
09vm,dr8_galaxy,N/A,162638011,223.900853534237,71.0754276040237,DEV,0.0,0.0,4.42447853088379,359.978973388672,0.0757914185523987,0.0442085814476013,0.0016938421593698874,13.191060231698986,1.3782034947547936,0.01641771406823432,1.3946212088230279,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,north,PTF-iPTF
09vv,dr8_galaxy,N/A,203031304,263.361202089804,77.2044614018122,REX,1.97242641448975,86.2225494384766,0.0,0.0,0.571770489215851,0.4717704892158511,0.008270856973672556,54.91404343268753,15.095663334504554,0.8242158495092058,15.919879184013759,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,north,PTF-iPTF
09vx,dr8_galaxy,N/A,344308016,213.632496427479,76.7744169047916,EXP,5.74148321151733,73624.1171875,0.0,0.0,0.080191507935524,0.011508492064476003,0.0009561502509842977,5.877270237429029,0.59952119979008,0.0003848313067559544,0.5999060310968359,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,north,PTF-iPTF
09wn,dr8_galaxy,N/A,101832034,219.205991934955,24.2674297345082,EXP,0.974705576896667,10098.6474609375,0.0,0.0,0.205704420804977,0.072104420804977,0.00016594206042591162,1.4168348539934956,0.6128942233359295,0.006257206263822399,0.6191514295997519,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,south,PTF-iPTF
09wu,dr8_galaxy,N/A,157159670,222.900483678322,34.9816557021817,EXP,1.20766520500183,3857.81884765625,0.0,0.0,0.211405500769615,0.03640550076961502,0.00020959230101179154,2.2386792774467454,0.6247859758792224,0.008329401633515013,0.6331153775127374,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,north,PTF-iPTF
09wu,dr8_galaxy,N/A,157159803,222.890906390658,34.9901760814741,EXP,1.83990824222565,578.333801269531,0.0,0.0,0.209874182939529,0.034874182939529014,0.011776998137341467,125.79146062770688,23.043101999012407,0.5207814295368329,23.56388342854924,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,north,PTF-iPTF
09tm,dr8_galaxy,N/A,101179627,206.731287757568,61.5547841549002,EXP,7.04932117462158,166092.953125,0.0,0.0,0.0364945717155933,0.002494571715593301,0.0009760989146573553,2.380638409284385,0.4984814857659134,0.00017351064783376394,0.49865499641374716,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,north,PTF-iPTF
09akb,dr8_galaxy,N/A,318994328,245.574546278508,51.1497580929635,DEV,0.0,0.0,12.0230846405029,22820.7265625,0.0395630970597267,0.015436902940273299,0.003956420056550407,15.224536379371933,1.1846470876200792,0.0006522413871579592,1.1852993290072371,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,north,PTF-iPTF
09akt,dr8_galaxy,N/A,130306327,262.807825068453,36.4377001474296,EXP,13.2047996520996,27.799840927124,0.0,0.0,0.124182030558586,0.07418203055858599,0.016195283029592968,56.990883611702046,4.415289928103101,0.06341708197495279,4.478707010078053,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,north,PTF-iPTF
